"service_id","date","exception_type"
"229286E","20251126","1"
"229286E","20251128","1"
"229286E","20251201","1"
"229286E","20251202","1"
"229286E","20251203","1"
"229286E","20251205","1"
"229286E","20251208","2"
"229286E","20251209","1"
"229286E","20251210","1"
"229286E","20251212","1"
"229286E","20251215","1"
"229286E","20251216","1"
"229286E","20251217","1"
"229286E","20251219","1"
"229287E","20251009","1"
"229287E","20251013","1"
"229287E","20251014","1"
"229287E","20251016","1"
"229287E","20251020","1"
"229287E","20251021","1"
"229287E","20251023","1"
"229287E","20251027","1"
"229287E","20251028","1"
"229287E","20251030","1"
"229287E","20251103","1"
"229287E","20251104","1"
"229287E","20251106","1"
"229287E","20251110","1"
"229287E","20251111","1"
"229287E","20251113","1"
"229287E","20251117","1"
"229287E","20251118","1"
"229287E","20251120","1"
"229287E","20251124","1"
"229287E","20251125","1"
"229287E","20251127","1"
"229287E","20251201","1"
"229287E","20251202","1"
"229287E","20251204","1"
"229287E","20251208","2"
"229287E","20251209","1"
"229287E","20251211","1"
"229287E","20251215","1"
"229287E","20251216","1"
"229287E","20251218","1"
"229288E","20251009","1"
"229288E","20251014","1"
"229288E","20251016","1"
"229288E","20251021","1"
"229288E","20251023","1"
"229288E","20251028","1"
"229288E","20251030","1"
"229288E","20251104","1"
"229288E","20251106","1"
"229288E","20251111","1"
"229288E","20251113","1"
"229288E","20251118","1"
"229288E","20251120","1"
"229288E","20251125","1"
"229288E","20251127","1"
"229288E","20251202","1"
"229288E","20251204","1"
"229288E","20251209","1"
"229288E","20251211","1"
"229288E","20251216","1"
"229288E","20251218","1"
"229289E","20251009","1"
"229289E","20251010","1"
"229289E","20251013","1"
"229289E","20251014","1"
"229289E","20251015","1"
"229289E","20251016","1"
"229289E","20251017","1"
"229289E","20251020","1"
"229289E","20251021","1"
"229289E","20251022","1"
"229289E","20251023","1"
"229289E","20251024","1"
"229289E","20251027","1"
"229289E","20251028","1"
"229289E","20251029","1"
"229289E","20251030","1"
"229289E","20251031","1"
"229289E","20251103","1"
"229289E","20251104","1"
"229289E","20251105","1"
"229289E","20251106","1"
"229289E","20251107","1"
"229289E","20251110","1"
"229289E","20251111","1"
"229289E","20251112","1"
"229289E","20251113","1"
"229289E","20251114","1"
"229289E","20251117","1"
"229289E","20251118","1"
"229289E","20251119","1"
"229289E","20251120","1"
"229289E","20251121","1"
"229289E","20251124","1"
"229289E","20251125","1"
"229289E","20251126","1"
"229289E","20251127","1"
"229289E","20251128","1"
"229289E","20251201","1"
"229289E","20251202","1"
"229289E","20251203","1"
"229289E","20251204","1"
"229289E","20251205","1"
"229289E","20251208","2"
"229289E","20251209","1"
"229289E","20251210","1"
"229289E","20251211","1"
"229289E","20251212","1"
"229289E","20251215","1"
"229289E","20251216","1"
"229289E","20251217","1"
"229289E","20251218","1"
"229289E","20251219","1"
"229290E","20251009","1"
"229290E","20251010","1"
"229290E","20251013","1"
"229290E","20251014","1"
"229290E","20251015","1"
"229290E","20251016","1"
"229290E","20251017","1"
"229290E","20251020","1"
"229290E","20251021","1"
"229290E","20251022","1"
"229290E","20251023","1"
"229290E","20251024","1"
"229290E","20251027","1"
"229290E","20251028","1"
"229290E","20251029","1"
"229290E","20251030","1"
"229290E","20251031","1"
"229290E","20251103","1"
"229290E","20251104","1"
"229290E","20251105","1"
"229290E","20251106","1"
"229290E","20251107","1"
"229290E","20251110","1"
"229290E","20251111","1"
"229290E","20251112","1"
"229290E","20251113","1"
"229290E","20251114","1"
"229290E","20251117","1"
"229290E","20251118","1"
"229290E","20251119","1"
"229290E","20251120","1"
"229290E","20251121","1"
"229290E","20251124","1"
"229290E","20251125","1"
"229290E","20251126","1"
"229290E","20251127","1"
"229290E","20251128","1"
"229290E","20251201","1"
"229290E","20251202","1"
"229290E","20251203","1"
"229290E","20251204","1"
"229290E","20251205","1"
"229290E","20251208","2"
"229290E","20251209","1"
"229290E","20251210","1"
"229290E","20251211","1"
"229290E","20251212","1"
"229290E","20251215","1"
"229290E","20251216","1"
"229290E","20251217","1"
"229290E","20251218","1"
"229290E","20251219","1"
"229292E","20251009","1"
"229292E","20251010","1"
"229292E","20251013","1"
"229292E","20251014","1"
"229292E","20251015","1"
"229292E","20251016","1"
"229292E","20251017","1"
"229292E","20251020","1"
"229292E","20251021","1"
"229292E","20251022","1"
"229292E","20251023","1"
"229292E","20251024","1"
"229292E","20251027","1"
"229292E","20251028","1"
"229292E","20251029","1"
"229292E","20251030","1"
"229292E","20251031","1"
"229292E","20251103","1"
"229292E","20251104","1"
"229292E","20251105","1"
"229292E","20251106","1"
"229292E","20251107","1"
"229292E","20251110","1"
"229292E","20251111","1"
"229292E","20251112","1"
"229292E","20251113","1"
"229292E","20251114","1"
"229292E","20251117","1"
"229292E","20251118","1"
"229292E","20251119","1"
"229292E","20251120","1"
"229292E","20251121","1"
"229292E","20251124","1"
"229292E","20251125","1"
"229292E","20251126","1"
"229292E","20251127","1"
"229292E","20251128","1"
"229292E","20251201","1"
"229292E","20251202","1"
"229292E","20251203","1"
"229292E","20251204","1"
"229292E","20251205","1"
"229292E","20251208","2"
"229292E","20251209","1"
"229292E","20251210","1"
"229292E","20251211","1"
"229292E","20251212","1"
"229292E","20251215","1"
"229292E","20251216","1"
"229292E","20251217","1"
"229292E","20251218","1"
"229292E","20251219","1"
"229294E","20251009","1"
"229294E","20251010","1"
"229294E","20251013","1"
"229294E","20251014","1"
"229294E","20251015","1"
"229294E","20251016","1"
"229294E","20251017","1"
"229294E","20251020","1"
"229294E","20251021","1"
"229294E","20251022","1"
"229294E","20251023","1"
"229294E","20251024","1"
"229294E","20251027","1"
"229294E","20251028","1"
"229294E","20251029","1"
"229294E","20251030","1"
"229294E","20251031","1"
"229294E","20251103","1"
"229294E","20251104","1"
"229294E","20251105","1"
"229294E","20251106","1"
"229294E","20251107","1"
"229294E","20251110","1"
"229294E","20251111","1"
"229294E","20251112","1"
"229294E","20251113","1"
"229294E","20251114","1"
"229294E","20251117","1"
"229294E","20251118","1"
"229294E","20251119","1"
"229294E","20251120","1"
"229294E","20251121","1"
"229294E","20251124","1"
"229294E","20251125","1"
"229294E","20251126","1"
"229294E","20251127","1"
"229294E","20251128","1"
"229294E","20251201","1"
"229294E","20251202","1"
"229294E","20251203","1"
"229294E","20251204","1"
"229294E","20251205","1"
"229294E","20251208","2"
"229294E","20251209","1"
"229294E","20251210","1"
"229294E","20251211","1"
"229294E","20251212","1"
"229294E","20251215","1"
"229294E","20251216","1"
"229294E","20251217","1"
"229294E","20251218","1"
"229294E","20251219","1"
"229295E","20251009","1"
"229295E","20251010","1"
"229295E","20251013","1"
"229295E","20251014","1"
"229295E","20251015","1"
"229295E","20251016","1"
"229295E","20251017","1"
"229295E","20251020","1"
"229295E","20251021","1"
"229295E","20251022","1"
"229295E","20251023","1"
"229295E","20251024","1"
"229295E","20251027","1"
"229295E","20251028","1"
"229295E","20251029","1"
"229295E","20251030","1"
"229295E","20251031","1"
"229295E","20251103","1"
"229295E","20251104","1"
"229295E","20251105","1"
"229295E","20251106","1"
"229295E","20251107","1"
"229295E","20251110","1"
"229295E","20251111","1"
"229295E","20251112","1"
"229295E","20251113","1"
"229295E","20251114","1"
"229295E","20251117","1"
"229295E","20251118","1"
"229295E","20251119","1"
"229295E","20251120","1"
"229295E","20251121","1"
"229295E","20251124","1"
"229295E","20251125","1"
"229295E","20251126","1"
"229295E","20251127","1"
"229295E","20251128","1"
"229295E","20251201","1"
"229295E","20251202","1"
"229295E","20251203","1"
"229295E","20251204","1"
"229295E","20251205","1"
"229295E","20251208","2"
"229295E","20251209","1"
"229295E","20251210","1"
"229295E","20251211","1"
"229295E","20251212","1"
"229295E","20251215","1"
"229295E","20251216","1"
"229295E","20251217","1"
"229295E","20251218","1"
"229295E","20251219","1"
"229298E","20251009","1"
"229298E","20251010","1"
"229298E","20251013","1"
"229298E","20251014","1"
"229298E","20251015","1"
"229298E","20251016","1"
"229298E","20251017","1"
"229298E","20251020","1"
"229298E","20251021","1"
"229298E","20251022","1"
"229298E","20251023","1"
"229298E","20251024","1"
"229298E","20251027","1"
"229298E","20251028","1"
"229298E","20251029","1"
"229298E","20251030","1"
"229298E","20251031","1"
"229298E","20251103","1"
"229298E","20251104","1"
"229298E","20251105","1"
"229298E","20251106","1"
"229298E","20251107","1"
"229298E","20251110","1"
"229298E","20251111","1"
"229298E","20251112","1"
"229298E","20251113","1"
"229298E","20251114","1"
"229298E","20251117","1"
"229298E","20251118","1"
"229298E","20251119","1"
"229298E","20251120","1"
"229298E","20251121","1"
"229298E","20251124","1"
"229298E","20251125","1"
"229298E","20251126","1"
"229298E","20251127","1"
"229298E","20251128","1"
"229298E","20251201","1"
"229298E","20251202","1"
"229298E","20251203","1"
"229298E","20251204","1"
"229298E","20251205","1"
"229298E","20251208","2"
"229298E","20251209","1"
"229298E","20251210","1"
"229298E","20251211","1"
"229298E","20251212","1"
"229298E","20251215","1"
"229298E","20251216","1"
"229298E","20251217","1"
"229298E","20251218","1"
"229298E","20251219","1"
"229298E","20251222","1"
"229298E","20251223","1"
"229298E","20251224","1"
"229298E","20251225","2"
"229298E","20251226","2"
"229298E","20251229","1"
"229298E","20251230","1"
"229298E","20251231","1"
"229299E","20251009","1"
"229299E","20251010","1"
"229299E","20251013","1"
"229299E","20251014","1"
"229299E","20251015","1"
"229299E","20251016","1"
"229299E","20251017","1"
"229299E","20251020","1"
"229299E","20251021","1"
"229299E","20251022","1"
"229299E","20251023","1"
"229299E","20251024","1"
"229299E","20251027","1"
"229299E","20251028","1"
"229299E","20251029","1"
"229299E","20251030","1"
"229299E","20251031","1"
"229299E","20251103","1"
"229299E","20251104","1"
"229299E","20251105","1"
"229299E","20251106","1"
"229299E","20251107","1"
"229299E","20251110","1"
"229299E","20251111","1"
"229299E","20251112","1"
"229299E","20251113","1"
"229299E","20251114","1"
"229299E","20251117","1"
"229299E","20251118","1"
"229299E","20251119","1"
"229299E","20251120","1"
"229299E","20251121","1"
"229299E","20251124","1"
"229299E","20251125","1"
"229299E","20251126","1"
"229299E","20251127","1"
"229299E","20251128","1"
"229299E","20251201","1"
"229299E","20251202","1"
"229299E","20251203","1"
"229299E","20251204","1"
"229299E","20251205","1"
"229299E","20251208","2"
"229299E","20251209","1"
"229299E","20251210","1"
"229299E","20251211","1"
"229299E","20251212","1"
"229299E","20251215","1"
"229299E","20251216","1"
"229299E","20251217","1"
"229299E","20251218","1"
"229299E","20251219","1"
"229299E","20251222","1"
"229299E","20251223","1"
"229299E","20251224","1"
"229299E","20251225","2"
"229299E","20251226","2"
"229299E","20251229","1"
"229299E","20251230","1"
"229299E","20251231","1"
"229300E","20251009","1"
"229300E","20251010","1"
"229300E","20251013","1"
"229300E","20251014","1"
"229300E","20251015","1"
"229300E","20251016","1"
"229300E","20251017","1"
"229300E","20251020","1"
"229300E","20251021","1"
"229300E","20251022","1"
"229300E","20251023","1"
"229300E","20251024","1"
"229300E","20251027","1"
"229300E","20251028","1"
"229300E","20251029","1"
"229300E","20251030","1"
"229300E","20251031","1"
"229300E","20251103","1"
"229300E","20251104","1"
"229300E","20251105","1"
"229300E","20251106","1"
"229300E","20251107","1"
"229300E","20251110","1"
"229300E","20251111","1"
"229300E","20251112","1"
"229300E","20251113","1"
"229300E","20251114","1"
"229300E","20251117","1"
"229300E","20251118","1"
"229300E","20251119","1"
"229300E","20251120","1"
"229300E","20251121","1"
"229300E","20251124","1"
"229300E","20251125","1"
"229300E","20251126","1"
"229300E","20251127","1"
"229300E","20251128","1"
"229300E","20251201","1"
"229300E","20251202","1"
"229300E","20251203","1"
"229300E","20251204","1"
"229300E","20251205","1"
"229300E","20251208","2"
"229300E","20251209","1"
"229300E","20251210","1"
"229300E","20251211","1"
"229300E","20251212","1"
"229300E","20251215","1"
"229300E","20251216","1"
"229300E","20251217","1"
"229300E","20251218","1"
"229300E","20251219","1"
"229300E","20251222","1"
"229300E","20251223","1"
"229300E","20251224","1"
"229300E","20251225","2"
"229300E","20251226","2"
"229300E","20251229","1"
"229300E","20251230","1"
"229300E","20251231","1"
"229303E","20251009","1"
"229303E","20251010","1"
"229303E","20251013","1"
"229303E","20251014","1"
"229303E","20251015","1"
"229303E","20251016","1"
"229303E","20251017","1"
"229303E","20251020","1"
"229303E","20251021","1"
"229303E","20251022","1"
"229303E","20251023","1"
"229303E","20251024","1"
"229303E","20251027","1"
"229303E","20251028","1"
"229303E","20251029","1"
"229303E","20251030","1"
"229303E","20251031","1"
"229303E","20251103","1"
"229303E","20251104","1"
"229303E","20251105","1"
"229303E","20251106","1"
"229303E","20251107","1"
"229303E","20251110","1"
"229303E","20251111","1"
"229303E","20251112","1"
"229303E","20251113","1"
"229303E","20251114","1"
"229303E","20251117","1"
"229303E","20251118","1"
"229303E","20251119","1"
"229303E","20251120","1"
"229303E","20251121","1"
"229303E","20251124","1"
"229303E","20251125","1"
"229303E","20251126","1"
"229303E","20251127","1"
"229303E","20251128","1"
"229303E","20251201","1"
"229303E","20251202","1"
"229303E","20251203","1"
"229303E","20251204","1"
"229303E","20251205","1"
"229303E","20251208","2"
"229303E","20251209","1"
"229303E","20251210","1"
"229303E","20251211","1"
"229303E","20251212","1"
"229303E","20251215","1"
"229303E","20251216","1"
"229303E","20251217","1"
"229303E","20251218","1"
"229303E","20251219","1"
"229303E","20251222","1"
"229303E","20251223","1"
"229303E","20251224","1"
"229303E","20251225","2"
"229303E","20251226","2"
"229303E","20251229","1"
"229303E","20251230","1"
"229303E","20251231","1"
"229304E","20251009","1"
"229304E","20251010","1"
"229304E","20251013","1"
"229304E","20251014","1"
"229304E","20251015","1"
"229304E","20251016","1"
"229304E","20251017","1"
"229304E","20251020","1"
"229304E","20251021","1"
"229304E","20251022","1"
"229304E","20251023","1"
"229304E","20251024","1"
"229304E","20251027","1"
"229304E","20251028","1"
"229304E","20251029","1"
"229304E","20251030","1"
"229304E","20251031","1"
"229304E","20251103","1"
"229304E","20251104","1"
"229304E","20251105","1"
"229304E","20251106","1"
"229304E","20251107","1"
"229304E","20251110","1"
"229304E","20251111","1"
"229304E","20251112","1"
"229304E","20251113","1"
"229304E","20251114","1"
"229304E","20251117","1"
"229304E","20251118","1"
"229304E","20251119","1"
"229304E","20251120","1"
"229304E","20251121","1"
"229304E","20251124","1"
"229304E","20251125","1"
"229304E","20251126","1"
"229304E","20251127","1"
"229304E","20251128","1"
"229304E","20251201","1"
"229304E","20251202","1"
"229304E","20251203","1"
"229304E","20251204","1"
"229304E","20251205","1"
"229304E","20251208","2"
"229304E","20251209","1"
"229304E","20251210","1"
"229304E","20251211","1"
"229304E","20251212","1"
"229304E","20251215","1"
"229304E","20251216","1"
"229304E","20251217","1"
"229304E","20251218","1"
"229304E","20251219","1"
"229304E","20251222","1"
"229304E","20251223","1"
"229304E","20251224","1"
"229304E","20251225","2"
"229304E","20251226","2"
"229304E","20251229","1"
"229304E","20251230","1"
"229304E","20251231","1"
"229306E","20251009","1"
"229306E","20251010","1"
"229306E","20251013","1"
"229306E","20251014","1"
"229306E","20251015","1"
"229306E","20251016","1"
"229306E","20251017","1"
"229306E","20251020","1"
"229306E","20251021","1"
"229306E","20251022","1"
"229306E","20251023","1"
"229306E","20251024","1"
"229306E","20251027","1"
"229306E","20251028","1"
"229306E","20251029","1"
"229306E","20251030","1"
"229306E","20251031","1"
"229306E","20251103","1"
"229306E","20251104","1"
"229306E","20251105","1"
"229306E","20251106","1"
"229306E","20251107","1"
"229306E","20251110","1"
"229306E","20251111","1"
"229306E","20251112","1"
"229306E","20251113","1"
"229306E","20251114","1"
"229306E","20251117","1"
"229306E","20251118","1"
"229306E","20251119","1"
"229306E","20251120","1"
"229306E","20251121","1"
"229306E","20251124","1"
"229306E","20251125","1"
"229306E","20251126","1"
"229306E","20251127","1"
"229306E","20251128","1"
"229306E","20251201","1"
"229306E","20251202","1"
"229306E","20251203","1"
"229306E","20251204","1"
"229306E","20251205","1"
"229306E","20251208","2"
"229306E","20251209","1"
"229306E","20251210","1"
"229306E","20251211","1"
"229306E","20251212","1"
"229306E","20251215","1"
"229306E","20251216","1"
"229306E","20251217","1"
"229306E","20251218","1"
"229306E","20251219","1"
"229306E","20251222","1"
"229306E","20251223","1"
"229306E","20251224","1"
"229306E","20251225","2"
"229306E","20251226","2"
"229306E","20251229","1"
"229306E","20251230","1"
"229306E","20251231","1"
"229309E","20251009","1"
"229309E","20251010","1"
"229309E","20251011","1"
"229309E","20251013","1"
"229309E","20251014","1"
"229309E","20251015","1"
"229309E","20251016","1"
"229309E","20251017","1"
"229309E","20251018","1"
"229309E","20251020","1"
"229309E","20251021","1"
"229309E","20251022","1"
"229309E","20251023","1"
"229309E","20251024","1"
"229309E","20251025","1"
"229309E","20251027","1"
"229309E","20251028","1"
"229309E","20251029","1"
"229309E","20251030","1"
"229309E","20251031","1"
"229309E","20251101","2"
"229309E","20251103","1"
"229309E","20251104","1"
"229309E","20251105","1"
"229309E","20251106","1"
"229309E","20251107","1"
"229309E","20251108","1"
"229309E","20251110","1"
"229309E","20251111","1"
"229309E","20251112","1"
"229309E","20251113","1"
"229309E","20251114","1"
"229309E","20251115","1"
"229309E","20251117","1"
"229309E","20251118","1"
"229309E","20251119","1"
"229309E","20251120","1"
"229309E","20251121","1"
"229309E","20251122","1"
"229309E","20251124","1"
"229309E","20251125","1"
"229309E","20251126","1"
"229309E","20251127","1"
"229309E","20251128","1"
"229309E","20251129","1"
"229309E","20251201","1"
"229309E","20251202","1"
"229309E","20251203","1"
"229309E","20251204","1"
"229309E","20251205","1"
"229309E","20251206","1"
"229309E","20251208","2"
"229309E","20251209","1"
"229309E","20251210","1"
"229309E","20251211","1"
"229309E","20251212","1"
"229309E","20251213","1"
"229309E","20251215","1"
"229309E","20251216","1"
"229309E","20251217","1"
"229309E","20251218","1"
"229309E","20251219","1"
"229309E","20251220","1"
"229309E","20251222","1"
"229309E","20251223","1"
"229309E","20251224","1"
"229309E","20251225","2"
"229309E","20251226","2"
"229309E","20251227","1"
"229309E","20251229","1"
"229309E","20251230","1"
"229309E","20251231","1"
"229311E","20251009","1"
"229311E","20251010","1"
"229311E","20251011","1"
"229311E","20251013","1"
"229311E","20251014","1"
"229311E","20251015","1"
"229311E","20251016","1"
"229311E","20251017","1"
"229311E","20251018","1"
"229311E","20251020","1"
"229311E","20251021","1"
"229311E","20251022","1"
"229311E","20251023","1"
"229311E","20251024","1"
"229311E","20251025","1"
"229311E","20251027","1"
"229311E","20251028","1"
"229311E","20251029","1"
"229311E","20251030","1"
"229311E","20251031","1"
"229311E","20251101","2"
"229311E","20251103","1"
"229311E","20251104","1"
"229311E","20251105","1"
"229311E","20251106","1"
"229311E","20251107","1"
"229311E","20251108","1"
"229311E","20251110","1"
"229311E","20251111","1"
"229311E","20251112","1"
"229311E","20251113","1"
"229311E","20251114","1"
"229311E","20251115","1"
"229311E","20251117","1"
"229311E","20251118","1"
"229311E","20251119","1"
"229311E","20251120","1"
"229311E","20251121","1"
"229311E","20251122","1"
"229311E","20251124","1"
"229311E","20251125","1"
"229311E","20251126","1"
"229311E","20251127","1"
"229311E","20251128","1"
"229311E","20251129","1"
"229311E","20251201","1"
"229311E","20251202","1"
"229311E","20251203","1"
"229311E","20251204","1"
"229311E","20251205","1"
"229311E","20251206","1"
"229311E","20251208","2"
"229311E","20251209","1"
"229311E","20251210","1"
"229311E","20251211","1"
"229311E","20251212","1"
"229311E","20251213","1"
"229311E","20251215","1"
"229311E","20251216","1"
"229311E","20251217","1"
"229311E","20251218","1"
"229311E","20251219","1"
"229311E","20251220","1"
"229311E","20251222","1"
"229311E","20251223","1"
"229311E","20251224","1"
"229311E","20251225","2"
"229311E","20251226","2"
"229311E","20251227","1"
"229311E","20251229","1"
"229311E","20251230","1"
"229311E","20251231","1"
"229314E","20251009","1"
"229314E","20251010","1"
"229314E","20251013","1"
"229314E","20251014","1"
"229314E","20251016","1"
"229314E","20251017","1"
"229314E","20251020","1"
"229314E","20251021","1"
"229314E","20251023","1"
"229314E","20251024","1"
"229314E","20251027","1"
"229314E","20251028","1"
"229314E","20251030","1"
"229314E","20251031","1"
"229314E","20251103","1"
"229314E","20251104","1"
"229314E","20251106","1"
"229314E","20251107","1"
"229314E","20251110","1"
"229314E","20251111","1"
"229314E","20251113","1"
"229314E","20251114","1"
"229314E","20251117","1"
"229314E","20251118","1"
"229314E","20251120","1"
"229314E","20251121","1"
"229314E","20251124","1"
"229314E","20251125","1"
"229314E","20251127","1"
"229314E","20251128","1"
"229314E","20251201","1"
"229314E","20251202","1"
"229314E","20251204","1"
"229314E","20251205","1"
"229314E","20251208","2"
"229314E","20251209","1"
"229314E","20251211","1"
"229314E","20251212","1"
"229314E","20251215","1"
"229314E","20251216","1"
"229314E","20251218","1"
"229314E","20251219","1"
"229315E","20251014","1"
"229315E","20251021","1"
"229315E","20251028","1"
"229315E","20251104","1"
"229315E","20251111","1"
"229315E","20251118","1"
"229315E","20251125","1"
"229315E","20251202","1"
"229315E","20251209","1"
"229315E","20251216","1"
"229318E","20251009","1"
"229318E","20251010","1"
"229318E","20251014","1"
"229318E","20251015","1"
"229318E","20251016","1"
"229318E","20251017","1"
"229318E","20251021","1"
"229318E","20251022","1"
"229318E","20251023","1"
"229318E","20251024","1"
"229318E","20251028","1"
"229318E","20251029","1"
"229318E","20251030","1"
"229318E","20251031","1"
"229318E","20251104","1"
"229318E","20251105","1"
"229318E","20251106","1"
"229318E","20251107","1"
"229318E","20251111","1"
"229318E","20251112","1"
"229318E","20251113","1"
"229318E","20251114","1"
"229318E","20251118","1"
"229318E","20251119","1"
"229318E","20251120","1"
"229318E","20251121","1"
"229318E","20251125","1"
"229318E","20251126","1"
"229318E","20251127","1"
"229318E","20251128","1"
"229318E","20251202","1"
"229318E","20251203","1"
"229318E","20251204","1"
"229318E","20251205","1"
"229318E","20251209","1"
"229318E","20251210","1"
"229318E","20251211","1"
"229318E","20251212","1"
"229318E","20251216","1"
"229318E","20251217","1"
"229318E","20251218","1"
"229318E","20251219","1"
"229321E","20251009","1"
"229321E","20251010","1"
"229321E","20251013","1"
"229321E","20251014","1"
"229321E","20251015","1"
"229321E","20251016","1"
"229321E","20251017","1"
"229321E","20251020","1"
"229321E","20251021","1"
"229321E","20251022","1"
"229321E","20251023","1"
"229321E","20251024","1"
"229321E","20251027","1"
"229321E","20251028","1"
"229321E","20251029","1"
"229321E","20251030","1"
"229321E","20251031","1"
"229321E","20251103","1"
"229321E","20251104","1"
"229321E","20251105","1"
"229321E","20251106","1"
"229321E","20251107","1"
"229321E","20251110","1"
"229321E","20251111","1"
"229321E","20251112","1"
"229321E","20251113","1"
"229321E","20251114","1"
"229321E","20251117","1"
"229321E","20251118","1"
"229321E","20251119","1"
"229321E","20251120","1"
"229321E","20251121","1"
"229321E","20251124","1"
"229321E","20251125","1"
"229321E","20251126","1"
"229321E","20251127","1"
"229321E","20251128","1"
"229321E","20251201","1"
"229321E","20251202","1"
"229321E","20251203","1"
"229321E","20251204","1"
"229321E","20251205","1"
"229321E","20251208","2"
"229321E","20251209","1"
"229321E","20251210","1"
"229321E","20251211","1"
"229321E","20251212","1"
"229321E","20251215","1"
"229321E","20251216","1"
"229321E","20251217","1"
"229321E","20251218","1"
"229321E","20251219","1"
"229322E","20251009","1"
"229322E","20251010","1"
"229322E","20251013","1"
"229322E","20251014","1"
"229322E","20251015","1"
"229322E","20251016","1"
"229322E","20251017","1"
"229322E","20251020","1"
"229322E","20251021","1"
"229322E","20251022","1"
"229322E","20251023","1"
"229322E","20251024","1"
"229322E","20251027","1"
"229322E","20251028","1"
"229322E","20251029","1"
"229322E","20251030","1"
"229322E","20251031","1"
"229322E","20251103","1"
"229322E","20251104","1"
"229322E","20251105","1"
"229322E","20251106","1"
"229322E","20251107","1"
"229322E","20251110","1"
"229322E","20251111","1"
"229322E","20251112","1"
"229322E","20251113","1"
"229322E","20251114","1"
"229322E","20251117","1"
"229322E","20251118","1"
"229322E","20251119","1"
"229322E","20251120","1"
"229322E","20251121","1"
"229322E","20251124","1"
"229322E","20251125","1"
"229322E","20251126","1"
"229322E","20251127","1"
"229322E","20251128","1"
"229322E","20251201","1"
"229322E","20251202","1"
"229322E","20251203","1"
"229322E","20251204","1"
"229322E","20251205","1"
"229322E","20251208","2"
"229322E","20251209","1"
"229322E","20251210","1"
"229322E","20251211","1"
"229322E","20251212","1"
"229322E","20251215","1"
"229322E","20251216","1"
"229322E","20251217","1"
"229322E","20251218","1"
"229322E","20251219","1"
"229326E","20251009","1"
"229326E","20251010","1"
"229326E","20251013","1"
"229326E","20251014","1"
"229326E","20251015","1"
"229326E","20251016","1"
"229326E","20251017","1"
"229326E","20251020","1"
"229326E","20251021","1"
"229326E","20251022","1"
"229326E","20251023","1"
"229326E","20251024","1"
"229326E","20251027","1"
"229326E","20251028","1"
"229326E","20251029","1"
"229326E","20251030","1"
"229326E","20251031","1"
"229326E","20251103","1"
"229326E","20251104","1"
"229326E","20251105","1"
"229326E","20251106","1"
"229326E","20251107","1"
"229326E","20251110","1"
"229326E","20251111","1"
"229326E","20251112","1"
"229326E","20251113","1"
"229326E","20251114","1"
"229326E","20251117","1"
"229326E","20251118","1"
"229326E","20251119","1"
"229326E","20251120","1"
"229326E","20251121","1"
"229326E","20251124","1"
"229326E","20251125","1"
"229326E","20251126","1"
"229326E","20251127","1"
"229326E","20251128","1"
"229326E","20251201","1"
"229326E","20251202","1"
"229326E","20251203","1"
"229326E","20251204","1"
"229326E","20251205","1"
"229326E","20251208","2"
"229326E","20251209","1"
"229326E","20251210","1"
"229326E","20251211","1"
"229326E","20251212","1"
"229326E","20251215","1"
"229326E","20251216","1"
"229326E","20251217","1"
"229326E","20251218","1"
"229326E","20251219","1"
"229327E","20251009","1"
"229327E","20251010","1"
"229327E","20251013","1"
"229327E","20251014","1"
"229327E","20251015","1"
"229327E","20251016","1"
"229327E","20251017","1"
"229327E","20251020","1"
"229327E","20251021","1"
"229327E","20251022","1"
"229327E","20251023","1"
"229327E","20251024","1"
"229327E","20251027","1"
"229327E","20251028","1"
"229327E","20251029","1"
"229327E","20251030","1"
"229327E","20251031","1"
"229327E","20251103","1"
"229327E","20251104","1"
"229327E","20251105","1"
"229327E","20251106","1"
"229327E","20251107","1"
"229327E","20251110","1"
"229327E","20251111","1"
"229327E","20251112","1"
"229327E","20251113","1"
"229327E","20251114","1"
"229327E","20251117","1"
"229327E","20251118","1"
"229327E","20251119","1"
"229327E","20251120","1"
"229327E","20251121","1"
"229327E","20251124","1"
"229327E","20251125","1"
"229327E","20251126","1"
"229327E","20251127","1"
"229327E","20251128","1"
"229327E","20251201","1"
"229327E","20251202","1"
"229327E","20251203","1"
"229327E","20251204","1"
"229327E","20251205","1"
"229327E","20251208","2"
"229327E","20251209","1"
"229327E","20251210","1"
"229327E","20251211","1"
"229327E","20251212","1"
"229327E","20251215","1"
"229327E","20251216","1"
"229327E","20251217","1"
"229327E","20251218","1"
"229327E","20251219","1"
"229329E","20251009","1"
"229329E","20251010","1"
"229329E","20251013","1"
"229329E","20251014","1"
"229329E","20251015","1"
"229329E","20251016","1"
"229329E","20251017","1"
"229329E","20251020","1"
"229329E","20251021","1"
"229329E","20251022","1"
"229329E","20251023","1"
"229329E","20251024","1"
"229329E","20251027","1"
"229329E","20251028","1"
"229329E","20251029","1"
"229329E","20251030","1"
"229329E","20251031","1"
"229329E","20251103","1"
"229329E","20251104","1"
"229329E","20251105","1"
"229329E","20251106","1"
"229329E","20251107","1"
"229329E","20251110","1"
"229329E","20251111","1"
"229329E","20251112","1"
"229329E","20251113","1"
"229329E","20251114","1"
"229329E","20251117","1"
"229329E","20251118","1"
"229329E","20251119","1"
"229329E","20251120","1"
"229329E","20251121","1"
"229329E","20251124","1"
