"timetable_id","route_id","direction_id","start_date","end_date","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_time","end_time","timetable_label","service_notes","orientation","timetable_page_id","timetable_sequence","direction_name","include_exceptions","show_trip_continuation"
"361","27U","0","20251010","20251130","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: VIA ANGLESIO, PASSAGGI MATTUTINI","frequenza","horizontal","27U_Di","0","","0","0"
"362","27U","0","20251010","20251130","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: VIA ANGLESIO, PASSAGGI SERALI","frequenza","horizontal","27U_Di","1","","0","0"
"363","27U","0","20251010","20251130","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: VIA ANGLESIO, PASSAGGI MATTUTINI","frequenza","horizontal","27U_Di","2","","0","0"
"364","27U","0","20251010","20251130","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: VIA ANGLESIO, PASSAGGI SERALI","frequenza","horizontal","27U_Di","3","","0","0"
"365","27U","0","20251010","20251130","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: VIA ANGLESIO, PASSAGGI MATTUTINI","frequenza","horizontal","27U_Di","4","","0","0"
"366","27U","0","20251010","20251130","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: VIA ANGLESIO, PASSAGGI SERALI","frequenza","horizontal","27U_Di","5","","0","0"
"367","29U","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: PIAZZA SOLFERINO","dal lunedì al venerdì","horizontal","29U_As","0","","0","0"
"368","29U","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: PIAZZA SOLFERINO","sabato","horizontal","29U_As","1","","0","0"
"369","29U","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: PIAZZA SOLFERINO","domenica e festivi","horizontal","29U_As","2","","0","0"
"370","29U","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: PIAZZALE VALLETTE","dal lunedì al venerdì","horizontal","29U_Di","0","","0","0"
"371","29U","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: PIAZZALE VALLETTE","sabato","horizontal","29U_Di","1","","0","0"
"372","29U","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: PIAZZALE VALLETTE","domenica e festivi","horizontal","29U_Di","2","","0","0"
"373","2CU","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: VIA VITTORIO EMANUELE II (CHIERI)","dal lunedì al venerdì","horizontal","2CU_As","0","","0","0"
"374","2CU","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: VIA VITTORIO EMANUELE II (CHIERI)","sabato","horizontal","2CU_As","1","","0","0"
"375","2CU","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: VIA VITTORIO EMANUELE II (CHIERI)","domenica e festivi","horizontal","2CU_As","2","","0","0"
"376","2CU","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: PIAZZA ROSSI (PESSIONE)","dal lunedì al venerdì","horizontal","2CU_Di","0","","0","0"
"377","2CU","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: PIAZZA ROSSI (PESSIONE)","sabato","horizontal","2CU_Di","1","","0","0"
"378","2CU","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: PIAZZA ROSSI (PESSIONE)","domenica e festivi","horizontal","2CU_Di","2","","0","0"
"379","3U","1","20251010","20251130","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: CORSO TORTONA, PASSAGGI MATTUTINI","frequenza","horizontal","3U_As","0","","0","0"
"380","3U","1","20251010","20251130","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: CORSO TORTONA, PASSAGGI SERALI","frequenza","horizontal","3U_As","1","","0","0"
"381","3U","1","20251010","20251130","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: CORSO TORTONA, PASSAGGI MATTUTINI","frequenza","horizontal","3U_As","2","","0","0"
"382","3U","1","20251010","20251130","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: CORSO TORTONA, PASSAGGI SERALI","frequenza","horizontal","3U_As","3","","0","0"
"383","3U","1","20251010","20251130","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: CORSO TORTONA, PASSAGGI MATTUTINI","frequenza","horizontal","3U_As","4","","0","0"
"384","3U","1","20251010","20251130","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: CORSO TORTONA, PASSAGGI SERALI","frequenza","horizontal","3U_As","5","","0","0"
"385","3U","0","20251010","20251130","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: PIAZZALE VALLETTE, PASSAGGI MATTUTINI","frequenza","horizontal","3U_Di","0","","0","0"
"386","3U","0","20251010","20251130","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: PIAZZALE VALLETTE, PASSAGGI SERALI","frequenza","horizontal","3U_Di","1","","0","0"
"387","3U","0","20251010","20251130","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: PIAZZALE VALLETTE, PASSAGGI MATTUTINI","frequenza","horizontal","3U_Di","2","","0","0"
"388","3U","0","20251010","20251130","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: PIAZZALE VALLETTE, PASSAGGI SERALI","frequenza","horizontal","3U_Di","3","","0","0"
"389","3U","0","20251010","20251130","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: PIAZZALE VALLETTE, PASSAGGI MATTUTINI","frequenza","horizontal","3U_Di","4","","0","0"
"390","3U","0","20251010","20251130","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: PIAZZALE VALLETTE, PASSAGGI SERALI","frequenza","horizontal","3U_Di","5","","0","0"
"391","30U","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: CORSO SAN MAURIZIO","dal lunedì al venerdì","horizontal","30U_As","0","","0","0"
"392","30U","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: CORSO SAN MAURIZIO","sabato","horizontal","30U_As","1","","0","0"
"393","30U","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: CORSO SAN MAURIZIO","domenica e festivi","horizontal","30U_As","2","","0","0"
"394","30U","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: VIA GOZZANO (CHIERI)","dal lunedì al venerdì","horizontal","30U_Di","0","","0","0"
"395","30U","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: VIA GOZZANO (CHIERI)","sabato","horizontal","30U_Di","1","","0","0"
"396","30U","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: VIA GOZZANO (CHIERI)","domenica e festivi","horizontal","30U_Di","2","","0","0"
"397","3006E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Torino - Settimo - Vallecerrina - Casale","dal lunedì al venerdì","horizontal","3006E_As","0","","0","0"
"398","3006E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Torino - Settimo - Vallecerrina - Casale","sabato","horizontal","3006E_As","1","","0","0"
"399","3006E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Torino - Settimo - Vallecerrina - Casale","domenica e festivi","horizontal","3006E_As","2","","0","0"
"400","3006E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Casale - Vallecerrina - Settimo - Torino","dal lunedì al venerdì","horizontal","3006E_Di","0","","0","0"
"401","3006E","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Casale - Vallecerrina - Settimo - Torino","sabato","horizontal","3006E_Di","1","","0","0"
"402","3006E","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Casale - Vallecerrina - Settimo - Torino","domenica e festivi","horizontal","3006E_Di","2","","0","0"
"403","3023E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Asti - Vallecerrina","dal lunedì al venerdì","horizontal","3023E_As","0","","0","0"
"404","3023E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Asti - Vallecerrina","sabato","horizontal","3023E_As","1","","0","0"
"405","3023E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Asti - Vallecerrina","domenica e festivi","horizontal","3023E_As","2","","0","0"
"406","3023E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Vallecerrina - Asti","dal lunedì al venerdì","horizontal","3023E_Di","0","","0","0"
"407","3023E","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Vallecerrina - Asti","sabato","horizontal","3023E_Di","1","","0","0"
"408","3023E","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Vallecerrina - Asti","domenica e festivi","horizontal","3023E_Di","2","","0","0"
"409","3092E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Forno - Torino","dal lunedì al venerdì","horizontal","3092E_As","0","","0","0"
"410","3092E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Forno - Torino","sabato","horizontal","3092E_As","1","","0","0"
"411","3092E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Forno - Torino","domenica e festivi","horizontal","3092E_As","2","","0","0"
"412","3092E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Torino - Forno","dal lunedì al venerdì","horizontal","3092E_Di","0","","0","0"
"413","3092E","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Torino - Forno","sabato","horizontal","3092E_Di","1","","0","0"
"414","3092E","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Torino - Forno","domenica e festivi","horizontal","3092E_Di","2","","0","0"
"415","3096E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Sciolze - Gassino","dal lunedì al venerdì","horizontal","3096E_As","0","","0","0"
"416","3096E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Sciolze - Gassino","sabato","horizontal","3096E_As","1","","0","0"
"417","3096E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Sciolze - Gassino","domenica e festivi","horizontal","3096E_As","2","","0","0"
"418","3096E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Gassino - Sciolze","dal lunedì al venerdì","horizontal","3096E_Di","0","","0","0"
"419","3096E","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Gassino - Sciolze","sabato","horizontal","3096E_Di","1","","0","0"
"420","3096E","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Gassino - Sciolze","domenica e festivi","horizontal","3096E_Di","2","","0","0"
"421","3105E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Chivasso - Asti","dal lunedì al venerdì","horizontal","3105E_As","0","","0","0"
"422","3105E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Chivasso - Asti","sabato","horizontal","3105E_As","1","","0","0"
"423","3105E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Chivasso - Asti","domenica e festivi","horizontal","3105E_As","2","","0","0"
"424","3105E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Asti - Chivasso","dal lunedì al venerdì","horizontal","3105E_Di","0","","0","0"
"425","3105E","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Asti - Chivasso","sabato","horizontal","3105E_Di","1","","0","0"
"426","3105E","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Asti - Chivasso","domenica e festivi","horizontal","3105E_Di","2","","0","0"
"427","3106E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Crescentino - Torino Fiat Mirafiori","dal lunedì al venerdì","horizontal","3106E_As","0","","0","0"
"428","3106E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Crescentino - Torino Fiat Mirafiori","sabato","horizontal","3106E_As","1","","0","0"
"429","3106E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Crescentino - Torino Fiat Mirafiori","domenica e festivi","horizontal","3106E_As","2","","0","0"
"430","3106E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Torino Fiat Mirafiori - Crescentino","dal lunedì al venerdì","horizontal","3106E_Di","0","","0","0"
"431","3106E","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Torino Fiat Mirafiori - Crescentino","sabato","horizontal","3106E_Di","1","","0","0"
"432","3106E","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Torino Fiat Mirafiori - Crescentino","domenica e festivi","horizontal","3106E_Di","2","","0","0"
"433","3107E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Piova' Massaia - Chivasso - Gassino - Settimo - Torino","dal lunedì al venerdì","horizontal","3107E_As","0","","0","0"
"434","3107E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Piova' Massaia - Chivasso - Gassino - Settimo - Torino","sabato","horizontal","3107E_As","1","","0","0"
"435","3107E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Piova' Massaia - Chivasso - Gassino - Settimo - Torino","domenica e festivi","horizontal","3107E_As","2","","0","0"
"436","3107E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Torino - Settimo - Gassino - Chivasso - Piova' Massaia","dal lunedì al venerdì","horizontal","3107E_Di","0","","0","0"
"437","3107E","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Torino - Settimo - Gassino - Chivasso - Piova' Massaia","sabato","horizontal","3107E_Di","1","","0","0"
"438","3107E","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Torino - Settimo - Gassino - Chivasso - Piova' Massaia","domenica e festivi","horizontal","3107E_Di","2","","0","0"
"439","3121E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Castagneto Po - Chivasso","dal lunedì al venerdì","horizontal","3121E_As","0","","0","0"
"440","3121E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Castagneto Po - Chivasso","sabato","horizontal","3121E_As","1","","0","0"
"441","3121E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Castagneto Po - Chivasso","domenica e festivi","horizontal","3121E_As","2","","0","0"
"442","3121E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Chivasso - Castagneto Po","dal lunedì al venerdì","horizontal","3121E_Di","0","","0","0"
"443","3121E","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Chivasso - Castagneto Po","sabato","horizontal","3121E_Di","1","","0","0"
"444","3121E","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Chivasso - Castagneto Po","domenica e festivi","horizontal","3121E_Di","2","","0","0"
"445","3131E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Torino - Rivarolo","dal lunedì al venerdì","horizontal","3131E_As","0","","0","0"
"446","3131E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Torino - Rivarolo","sabato","horizontal","3131E_As","1","","0","0"
"447","3131E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Torino - Rivarolo","domenica e festivi","horizontal","3131E_As","2","","0","0"
"448","3131E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Rivarolo - Torino","dal lunedì al venerdì","horizontal","3131E_Di","0","","0","0"
"449","3131E","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Rivarolo - Torino","sabato","horizontal","3131E_Di","1","","0","0"
"450","3131E","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Rivarolo - Torino","domenica e festivi","horizontal","3131E_Di","2","","0","0"
"451","3132E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Rivarolo - Castellamonte","dal lunedì al venerdì","horizontal","3132E_As","0","","0","0"
"452","3132E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Rivarolo - Castellamonte","sabato","horizontal","3132E_As","1","","0","0"
"453","3132E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Rivarolo - Castellamonte","domenica e festivi","horizontal","3132E_As","2","","0","0"
"454","3132E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Rivarolo - Castellamonte","dal lunedì al venerdì","horizontal","3132E_Di","0","","0","0"
"455","3132E","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Rivarolo - Castellamonte","sabato","horizontal","3132E_Di","1","","0","0"
"456","3132E","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Rivarolo - Castellamonte","domenica e festivi","horizontal","3132E_Di","2","","0","0"
"457","3133E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Ivrea - Torino","dal lunedì al venerdì","horizontal","3133E_As","0","","0","0"
"458","3133E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Ivrea - Torino","sabato","horizontal","3133E_As","1","","0","0"
"459","3133E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Ivrea - Torino","domenica e festivi","horizontal","3133E_As","2","","0","0"
"460","3133E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Torino - Ivrea","dal lunedì al venerdì","horizontal","3133E_Di","0","","0","0"
"461","3133E","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Torino - Ivrea","sabato","horizontal","3133E_Di","1","","0","0"
"462","3133E","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Torino - Ivrea","domenica e festivi","horizontal","3133E_Di","2","","0","0"
"463","3165E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Torino - Germagnano","dal lunedì al venerdì","horizontal","3165E_As","0","","0","0"
"464","3165E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Torino - Germagnano","sabato","horizontal","3165E_As","1","","0","0"
"465","3165E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Torino - Germagnano","domenica e festivi","horizontal","3165E_As","2","","0","0"
"466","3165E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Germagnano - Torino","dal lunedì al venerdì","horizontal","3165E_Di","0","","0","0"
"467","3165E","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Germagnano - Torino","sabato","horizontal","3165E_Di","1","","0","0"
"468","3165E","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Germagnano - Torino","domenica e festivi","horizontal","3165E_Di","2","","0","0"
"469","3166E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Torino - Volpiano - San Benigno","dal lunedì al venerdì","horizontal","3166E_As","0","","0","0"
"470","3166E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Torino - Volpiano - San Benigno","sabato","horizontal","3166E_As","1","","0","0"
"471","3166E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Torino - Volpiano - San Benigno","domenica e festivi","horizontal","3166E_As","2","","0","0"
"472","3166E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Torino - Volpiano - San Benigno","dal lunedì al venerdì","horizontal","3166E_Di","0","","0","0"
"473","3166E","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Torino - Volpiano - San Benigno","sabato","horizontal","3166E_Di","1","","0","0"
"474","3166E","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Torino - Volpiano - San Benigno","domenica e festivi","horizontal","3166E_Di","2","","0","0"
"475","32U","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: CORSO TASSONI","dal lunedì al venerdì","horizontal","32U_As","0","","0","0"
"476","32U","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: CORSO TASSONI","sabato","horizontal","32U_As","1","","0","0"
"477","32U","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: CORSO TASSONI","domenica e festivi","horizontal","32U_As","2","","0","0"
"478","32U","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: PIAZZA ROBOTTI (ALPIGNANO)","dal lunedì al venerdì","horizontal","32U_Di","0","","0","0"
"479","32U","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: PIAZZA ROBOTTI (ALPIGNANO)","sabato","horizontal","32U_Di","1","","0","0"
"480","32U","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: PIAZZA ROBOTTI (ALPIGNANO)","domenica e festivi","horizontal","32U_Di","2","","0","0"
"481","33U","1","20251010","20251130","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: C. VITTORIO EMAN. II Fer./P.LE ADUA Fest. , PASSAGGI MATTUTINI","frequenza","horizontal","33U_As","0","","0","0"
"482","33U","1","20251010","20251130","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: C. VITTORIO EMAN. II Fer./P.LE ADUA Fest. , PASSAGGI SERALI","frequenza","horizontal","33U_As","1","","0","0"
"483","33U","1","20251010","20251130","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: C. VITTORIO EMAN. II Fer./P.LE ADUA Fest. , PASSAGGI MATTUTINI","frequenza","horizontal","33U_As","2","","0","0"
"484","33U","1","20251010","20251130","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: C. VITTORIO EMAN. II Fer./P.LE ADUA Fest. , PASSAGGI SERALI","frequenza","horizontal","33U_As","3","","0","0"
"485","33U","1","20251010","20251130","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: C. VITTORIO EMAN. II Fer./P.LE ADUA Fest. , PASSAGGI MATTUTINI","frequenza","horizontal","33U_As","4","","0","0"
"486","33U","1","20251010","20251130","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: C. VITTORIO EMAN. II Fer./P.LE ADUA Fest. , PASSAGGI SERALI","frequenza","horizontal","33U_As","5","","0","0"
"487","33U","0","20251010","20251130","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: STAZIONE COLLEGNO, PASSAGGI MATTUTINI","frequenza","horizontal","33U_Di","0","","0","0"
"488","33U","0","20251010","20251130","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: STAZIONE COLLEGNO, PASSAGGI SERALI","frequenza","horizontal","33U_Di","1","","0","0"
"489","33U","0","20251010","20251130","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: STAZIONE COLLEGNO, PASSAGGI MATTUTINI","frequenza","horizontal","33U_Di","2","","0","0"
"490","33U","0","20251010","20251130","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: STAZIONE COLLEGNO, PASSAGGI SERALI","frequenza","horizontal","33U_Di","3","","0","0"
"491","33U","0","20251010","20251130","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: STAZIONE COLLEGNO, PASSAGGI MATTUTINI","frequenza","horizontal","33U_Di","4","","0","0"
"492","33U","0","20251010","20251130","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: STAZIONE COLLEGNO, PASSAGGI SERALI","frequenza","horizontal","33U_Di","5","","0","0"
"493","3316E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Chivasso F.S. - Rondissone","dal lunedì al venerdì","horizontal","3316E_As","0","","0","0"
"494","3316E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Chivasso F.S. - Rondissone","sabato","horizontal","3316E_As","1","","0","0"
"495","3316E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Chivasso F.S. - Rondissone","domenica e festivi","horizontal","3316E_As","2","","0","0"
"496","3316E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Rondissone - Chivasso F.S.","dal lunedì al venerdì","horizontal","3316E_Di","0","","0","0"
"497","3316E","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Rondissone - Chivasso F.S.","sabato","horizontal","3316E_Di","1","","0","0"
"498","3316E","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Rondissone - Chivasso F.S.","domenica e festivi","horizontal","3316E_Di","2","","0","0"
"499","3321E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Montalenghe - Foglizzo - Chivasso","dal lunedì al venerdì","horizontal","3321E_As","0","","0","0"
"500","3321E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Montalenghe - Foglizzo - Chivasso","sabato","horizontal","3321E_As","1","","0","0"
"501","3321E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Montalenghe - Foglizzo - Chivasso","domenica e festivi","horizontal","3321E_As","2","","0","0"
"502","3321E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Chivasso - Foglizzo - Montalenghe","dal lunedì al venerdì","horizontal","3321E_Di","0","","0","0"
"503","3321E","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Chivasso - Foglizzo - Montalenghe","sabato","horizontal","3321E_Di","1","","0","0"
"504","3321E","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Chivasso - Foglizzo - Montalenghe","domenica e festivi","horizontal","3321E_Di","2","","0","0"
"505","3329E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Torino (Fiat Mirafiori) - Cirie'","dal lunedì al venerdì","horizontal","3329E_As","0","","0","0"
"506","3329E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Torino (Fiat Mirafiori) - Cirie'","sabato","horizontal","3329E_As","1","","0","0"
"507","3329E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Torino (Fiat Mirafiori) - Cirie'","domenica e festivi","horizontal","3329E_As","2","","0","0"
"508","3329E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Cirie' - Torino (Fiat Mirafiori)","dal lunedì al venerdì","horizontal","3329E_Di","0","","0","0"
"509","3329E","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Cirie' - Torino (Fiat Mirafiori)","sabato","horizontal","3329E_Di","1","","0","0"
"510","3329E","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Cirie' - Torino (Fiat Mirafiori)","domenica e festivi","horizontal","3329E_Di","2","","0","0"
"511","3331E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Verrua Savoia - Crescentino - Brusasco","dal lunedì al venerdì","horizontal","3331E_As","0","","0","0"
"512","3331E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Verrua Savoia - Crescentino - Brusasco","sabato","horizontal","3331E_As","1","","0","0"
"513","3331E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Verrua Savoia - Crescentino - Brusasco","domenica e festivi","horizontal","3331E_As","2","","0","0"
"514","3331E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Verrua Savoia - Crescentino - Brusasco","dal lunedì al venerdì","horizontal","3331E_Di","0","","0","0"
"515","3331E","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Verrua Savoia - Crescentino - Brusasco","sabato","horizontal","3331E_Di","1","","0","0"
"516","3331E","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Verrua Savoia - Crescentino - Brusasco","domenica e festivi","horizontal","3331E_Di","2","","0","0"
"517","3382E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Torino (C.so Marche) - Caselle ALENIA","dal lunedì al venerdì","horizontal","3382E_As","0","","0","0"
"518","3382E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Torino (C.so Marche) - Caselle ALENIA","sabato","horizontal","3382E_As","1","","0","0"
