"timetable_id","route_id","direction_id","start_date","end_date","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_time","end_time","timetable_label","service_notes","orientation","timetable_page_id","timetable_sequence","direction_name","include_exceptions","show_trip_continuation"
"773","45BU","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: P.COSMA-DAMIANO(SANTENA)","sabato","horizontal","45BU_Di","1","","0","0"
"774","45BU","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: P.COSMA-DAMIANO(SANTENA)","domenica e festivi","horizontal","45BU_Di","2","","0","0"
"775","46U","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: CORSO BOLZANO","dal lunedì al venerdì","horizontal","46U_As","0","","0","0"
"776","46U","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: CORSO BOLZANO","sabato","horizontal","46U_As","1","","0","0"
"777","46U","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: CORSO BOLZANO","domenica e festivi","horizontal","46U_As","2","","0","0"
"778","46U","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: VIA LOMBARDORE / VIALE EUROPA (LEINÌ)","dal lunedì al venerdì","horizontal","46U_Di","0","","0","0"
"779","46U","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: VIA LOMBARDORE / VIALE EUROPA (LEINÌ)","sabato","horizontal","46U_Di","1","","0","0"
"780","46U","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: VIA LOMBARDORE / VIALE EUROPA (LEINÌ)","domenica e festivi","horizontal","46U_Di","2","","0","0"
"781","47U","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: CORSO BRAMANTE","dal lunedì al venerdì","horizontal","47U_As","0","","0","0"
"782","47U","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: CORSO BRAMANTE","sabato","horizontal","47U_As","1","","0","0"
"783","47U","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: CORSO BRAMANTE","domenica e festivi","horizontal","47U_As","2","","0","0"
"784","47U","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: PIAZZA FREGUGLIA (CAVORETTO)","dal lunedì al venerdì","horizontal","47U_Di","0","","0","0"
"785","47U","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: PIAZZA FREGUGLIA (CAVORETTO)","sabato","horizontal","47U_Di","1","","0","0"
"786","47U","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: PIAZZA FREGUGLIA (CAVORETTO)","domenica e festivi","horizontal","47U_Di","2","","0","0"
"787","48U","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: VIA ORBASSANO (BEINASCO-BORGARETTO)","dal lunedì al venerdì","horizontal","48U_As","0","","0","0"
"788","48U","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: VIA ORBASSANO (BEINASCO-BORGARETTO)","sabato","horizontal","48U_As","1","","0","0"
"789","48U","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: VIA ORBASSANO (BEINASCO-BORGARETTO)","domenica e festivi","horizontal","48U_As","2","","0","0"
"790","48U","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: OSPEDALE SAN LUIGI (ORBASSANO)","dal lunedì al venerdì","horizontal","48U_Di","0","","0","0"
"791","48U","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: OSPEDALE SAN LUIGI (ORBASSANO)","sabato","horizontal","48U_Di","1","","0","0"
"792","48U","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: OSPEDALE SAN LUIGI (ORBASSANO)","domenica e festivi","horizontal","48U_Di","2","","0","0"
"793","49U","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: C. BOLZANO (Porta Susa)","dal lunedì al venerdì","horizontal","49U_As","0","","0","0"
"794","49U","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: C. BOLZANO (Porta Susa)","sabato","horizontal","49U_As","1","","0","0"
"795","49U","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: C. BOLZANO (Porta Susa)","domenica e festivi","horizontal","49U_As","2","","0","0"
"796","49U","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: V. LOMBARDIA (SETTIMO T.SE)","dal lunedì al venerdì","horizontal","49U_Di","0","","0","0"
"797","49U","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: V. LOMBARDIA (SETTIMO T.SE)","sabato","horizontal","49U_Di","1","","0","0"
"798","49U","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: V. LOMBARDIA (SETTIMO T.SE)","domenica e festivi","horizontal","49U_Di","2","","0","0"
"799","4NU","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: P.DONATORE","dal lunedì al venerdì","horizontal","4NU_As","0","","0","0"
"800","4NU","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: P.DONATORE","sabato","horizontal","4NU_As","1","","0","0"
"801","4NU","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: P.DONATORE","domenica e festivi","horizontal","4NU_As","2","","0","0"
"802","4NU","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: VIA DEGLI ULIVI","dal lunedì al venerdì","horizontal","4NU_Di","0","","0","0"
"803","4NU","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: VIA DEGLI ULIVI","sabato","horizontal","4NU_Di","1","","0","0"
"804","4NU","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: VIA DEGLI ULIVI","domenica e festivi","horizontal","4NU_Di","2","","0","0"
"805","5U","1","20251010","20251130","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: PIAZZA ARBARELLO, PASSAGGI MATTUTINI","frequenza","horizontal","5U_As","0","","0","0"
"806","5U","1","20251010","20251130","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: PIAZZA ARBARELLO, PASSAGGI SERALI","frequenza","horizontal","5U_As","1","","0","0"
"807","5U","1","20251010","20251130","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: PIAZZA ARBARELLO, PASSAGGI MATTUTINI","frequenza","horizontal","5U_As","2","","0","0"
"808","5U","1","20251010","20251130","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: PIAZZA ARBARELLO, PASSAGGI SERALI","frequenza","horizontal","5U_As","3","","0","0"
"809","5U","1","20251010","20251130","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: PIAZZA ARBARELLO, PASSAGGI MATTUTINI","frequenza","horizontal","5U_As","4","","0","0"
"810","5U","1","20251010","20251130","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: PIAZZA ARBARELLO, PASSAGGI SERALI","frequenza","horizontal","5U_As","5","","0","0"
"811","5U","0","20251010","20251130","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: PIAZZA DALLA CHIESA (ORBASSANO), PASSAGGI MATTUTINI","frequenza","horizontal","5U_Di","0","","0","0"
"812","5U","0","20251010","20251130","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: PIAZZA DALLA CHIESA (ORBASSANO), PASSAGGI SERALI","frequenza","horizontal","5U_Di","1","","0","0"
"813","5U","0","20251010","20251130","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: PIAZZA DALLA CHIESA (ORBASSANO), PASSAGGI MATTUTINI","frequenza","horizontal","5U_Di","2","","0","0"
"814","5U","0","20251010","20251130","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: PIAZZA DALLA CHIESA (ORBASSANO), PASSAGGI SERALI","frequenza","horizontal","5U_Di","3","","0","0"
"815","5U","0","20251010","20251130","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: PIAZZA DALLA CHIESA (ORBASSANO), PASSAGGI MATTUTINI","frequenza","horizontal","5U_Di","4","","0","0"
"816","5U","0","20251010","20251130","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: PIAZZA DALLA CHIESA (ORBASSANO), PASSAGGI SERALI","frequenza","horizontal","5U_Di","5","","0","0"
"817","50U","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: L.DONATORI DI SANGUE Fer./XI FEBBRAIO Fest.","dal lunedì al venerdì","horizontal","50U_As","0","","0","0"
"818","50U","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: L.DONATORI DI SANGUE Fer./XI FEBBRAIO Fest.","sabato","horizontal","50U_As","1","","0","0"
"819","50U","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: L.DONATORI DI SANGUE Fer./XI FEBBRAIO Fest.","domenica e festivi","horizontal","50U_As","2","","0","0"
"820","50U","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: VIA DELLE QUERCE","dal lunedì al venerdì","horizontal","50U_Di","0","","0","0"
"821","50U","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: VIA DELLE QUERCE","sabato","horizontal","50U_Di","1","","0","0"
"822","50U","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: VIA DELLE QUERCE","domenica e festivi","horizontal","50U_Di","2","","0","0"
